year,state,category,jurisdiction,budget_usd,pct_change_yoy,lag_1,rolling_3yr,budget_log
2021,RI,education,state,2513054000,6.38,6.47,5.11,9.4002
2015,RI,environment,state,101740000,11.93,11.93,11.93,8.0075
2016,RI,environment,state,95473000,-6.16,11.93,2.885,7.9799
2017,RI,environment,state,105681000,10.69,-6.16,5.487,8.024
2018,RI,environment,state,116759000,10.48,10.69,5.003,8.0673
2019,RI,environment,state,116815000,0.05,10.48,7.073,8.0675
2020,RI,environment,state,117511000,0.6,0.05,3.71,8.0701
2021,RI,environment,state,101992000,-13.21,0.6,-4.187,8.0086
2015,RI,housing,state,3008751000,15.19,15.19,15.19,9.4784
2016,RI,housing,state,3060210000,1.71,15.19,8.45,9.4858
2017,RI,housing,state,3193193000,4.35,1.71,7.083,9.5042
2018,RI,housing,state,3278190000,2.66,4.35,2.907,9.5156
2019,RI,housing,state,3361660000,2.55,2.66,3.187,9.5266
2020,RI,housing,state,3320028000,-1.24,2.55,1.323,9.5211
2021,RI,housing,state,3573322000,7.63,-1.24,2.98,9.5531
2015,RI,public_safety,state,289322000,3.96,3.96,3.96,8.4614
2016,RI,public_safety,state,294402000,1.76,3.96,2.86,8.4689
2017,RI,public_safety,state,302942000,2.9,1.76,2.873,8.4814
2018,RI,public_safety,state,310018000,2.34,2.9,2.333,8.4914
2019,RI,public_safety,state,324676000,4.73,2.34,3.323,8.5115
2020,RI,public_safety,state,405002000,24.74,4.73,10.603,8.6075
2021,RI,public_safety,state,390074000,-3.69,24.74,8.593,8.5911
2015,RI,transportation,state,322533000,-7.8,-7.8,-7.8,8.5086
2016,RI,transportation,state,332852000,3.2,-7.8,-2.3,8.5223
2017,RI,transportation,state,339064000,1.87,3.2,-0.91,8.5303
2018,RI,transportation,state,412144000,21.55,1.87,8.873,8.615
2019,RI,transportation,state,522274000,26.72,21.55,16.713,8.7179
2020,RI,transportation,state,612465000,17.27,26.72,21.847,8.7871
2021,RI,transportation,state,540546000,-11.74,17.27,10.75,8.7328
2015,SC,education,state,9160360000,5.18,5.18,5.18,9.9619
2016,SC,education,state,9516139000,3.88,5.18,4.53,9.9785
2017,SC,education,state,11307547000,18.82,3.88,9.293,10.0534
2018,SC,education,state,11491471000,1.63,18.82,8.11,10.0604
2019,SC,education,state,11489690000,-0.02,1.63,6.81,10.0603
2020,SC,education,state,12094665000,5.27,-0.02,2.293,10.0826
2021,SC,education,state,12718249000,5.16,5.27,3.47,10.1044
2015,SC,environment,state,303925000,-0.12,-0.12,-0.12,8.4828
2016,SC,environment,state,330842000,8.86,-0.12,4.37,8.5196
2017,SC,environment,state,410954000,24.21,8.86,10.983,8.6138
2018,SC,environment,state,333016000,-18.97,24.21,4.7,8.5225
2019,SC,environment,state,361664000,8.6,-18.97,4.613,8.5583
2020,SC,environment,state,442725000,22.41,8.6,4.013,8.6461
2021,SC,environment,state,401447000,-9.32,22.41,7.23,8.6036
2015,SC,housing,state,7594043000,11.86,11.86,11.86,9.8805
2016,SC,housing,state,7555708000,-0.5,11.86,5.68,9.8783
2017,SC,housing,state,7899208000,4.55,-0.5,5.303,9.8976
2018,SC,housing,state,8009011000,1.39,4.55,1.813,9.9036
2019,SC,housing,state,8258446000,3.11,1.39,3.017,9.9169
2020,SC,housing,state,8692193000,5.25,3.11,3.25,9.9391
2021,SC,housing,state,8977862000,3.29,5.25,3.883,9.9532
2015,SC,public_safety,state,625674000,1.53,1.53,1.53,8.7963
2016,SC,public_safety,state,627851000,0.35,1.53,0.94,8.7979
2017,SC,public_safety,state,668860000,6.53,0.35,2.803,8.8253
2018,SC,public_safety,state,687211000,2.74,6.53,3.207,8.8371
2019,SC,public_safety,state,707923000,3.01,2.74,4.093,8.85
2020,SC,public_safety,state,844000000,19.22,3.01,8.323,8.9263
2021,SC,public_safety,state,830184000,-1.64,19.22,6.863,8.9192
2015,SC,transportation,state,1230450000,6.16,6.16,6.16,9.0901
2016,SC,transportation,state,1524666000,23.91,6.16,15.035,9.1832
2017,SC,transportation,state,1870770000,22.7,23.91,17.59,9.272
2018,SC,transportation,state,1895096000,1.3,22.7,15.97,9.2776
2019,SC,transportation,state,1888652000,-0.34,1.3,7.887,9.2762
2020,SC,transportation,state,2127929000,12.67,-0.34,4.543,9.328
2021,SC,transportation,state,1831596000,-13.93,12.67,-0.533,9.2628
2015,SD,education,state,1320602000,2.05,2.05,2.05,9.1208
2016,SD,education,state,1477835000,11.91,2.05,6.98,9.1696
2017,SD,education,state,1511008000,2.24,11.91,5.4,9.1793
2018,SD,education,state,1597552000,5.73,2.24,6.627,9.2035
2019,SD,education,state,1610954000,0.84,5.73,2.937,9.2071
2020,SD,education,state,1655828000,2.79,0.84,3.12,9.219
2021,SD,education,state,1741171000,5.15,2.79,2.927,9.2408
2015,SD,environment,state,243535000,12.33,12.33,12.33,8.3866
2016,SD,environment,state,201201000,-17.38,12.33,-2.525,8.3036
2017,SD,environment,state,221708000,10.19,-17.38,1.713,8.3458
2018,SD,environment,state,222069000,0.16,10.19,-2.343,8.3465
2019,SD,environment,state,213569000,-3.83,0.16,2.173,8.3295
2020,SD,environment,state,218951000,2.52,-3.83,-0.383,8.3403
2021,SD,environment,state,214636000,-1.97,2.52,-1.093,8.3317
2015,SD,housing,state,1101035000,7.13,7.13,7.13,9.0418
2016,SD,housing,state,1106206000,0.47,7.13,3.8,9.0438
2017,SD,housing,state,1194855000,8.01,0.47,5.203,9.0773
2018,SD,housing,state,1212777000,1.5,8.01,3.327,9.0838
2019,SD,housing,state,1242691000,2.47,1.5,3.993,9.0944
2020,SD,housing,state,1272168000,2.37,2.47,2.113,9.1045
2021,SD,housing,state,1737683000,30.0,2.37,11.613,9.24
2015,SD,public_safety,state,171369000,3.74,3.74,3.74,8.2339
2016,SD,public_safety,state,172704000,0.78,3.74,2.26,8.2373
2017,SD,public_safety,state,174498000,1.04,0.78,1.853,8.2418
2018,SD,public_safety,state,177176000,1.53,1.04,1.117,8.2484
2019,SD,public_safety,state,181105000,2.22,1.53,1.597,8.2579
2020,SD,public_safety,state,190804000,5.36,2.22,3.037,8.2806
2021,SD,public_safety,state,207706000,8.86,5.36,5.48,8.3174
2015,SD,transportation,state,605572000,-5.36,-5.36,-5.36,8.7822
2016,SD,transportation,state,726472000,19.96,-5.36,7.3,8.8612
2017,SD,transportation,state,615588000,-15.26,19.96,-0.22,8.7893
2018,SD,transportation,state,595384000,-3.28,-15.26,0.473,8.7748
2019,SD,transportation,state,617677000,3.74,-3.28,-4.933,8.7908
2020,SD,transportation,state,782442000,26.67,3.74,9.043,8.8935
2021,SD,transportation,state,789023000,0.84,26.67,10.417,8.8971
2015,TN,education,state,10131629000,0.58,0.58,0.58,10.0057
2016,TN,education,state,10066306000,-0.64,0.58,-0.03,10.0029
2017,TN,education,state,10458981000,3.9,-0.64,1.28,10.0195
2018,TN,education,state,10714617000,2.44,3.9,1.9,10.03
2019,TN,education,state,10992783000,2.6,2.44,2.98,10.0411
2020,TN,education,state,11321738000,2.99,2.6,2.677,10.0539
2021,TN,education,state,12013449000,6.11,2.99,3.9,10.0797
2022,TN,education,state,13394007000,11.49,6.11,6.863,10.1269
2023,TN,education,state,14180729000,5.87,11.49,7.823,10.1517
2015,TN,environment,state,405631000,0.64,0.64,0.64,8.6081
2016,TN,environment,state,445759000,9.89,0.64,5.265,8.6491
2017,TN,environment,state,478537000,7.35,9.89,5.96,8.6799
2018,TN,environment,state,489240000,2.24,7.35,6.493,8.6895
2019,TN,environment,state,494423000,1.06,2.24,3.55,8.6941
2020,TN,environment,state,619402000,25.28,1.06,9.527,8.792
2021,TN,environment,state,648790000,4.74,25.28,10.36,8.8121
2022,TN,environment,state,760848000,17.27,4.74,15.763,8.8813
2023,TN,environment,state,876207000,15.16,17.27,12.39,8.9426
2015,TN,housing,state,11235158000,5.06,5.06,5.06,10.0506
2016,TN,housing,state,12126970000,7.94,5.06,6.5,10.0838
2017,TN,housing,state,11526786000,-4.95,7.94,2.683,10.0617
2018,TN,housing,state,11793433000,2.31,-4.95,1.767,10.0716
2019,TN,housing,state,12469362000,5.73,2.31,1.03,10.0958
2020,TN,housing,state,13118715000,5.21,5.73,4.417,10.1179
2021,TN,housing,state,14218433000,8.38,5.21,6.44,10.1529
2022,TN,housing,state,15185533000,6.8,8.38,6.797,10.1814
2023,TN,housing,state,16196837000,6.66,6.8,7.28,10.2094
2015,TN,public_safety,state,1112534000,1.07,1.07,1.07,9.0463
2016,TN,public_safety,state,1127206000,1.32,1.07,1.195,9.052
2017,TN,public_safety,state,1140705000,1.2,1.32,1.197,9.0572
2018,TN,public_safety,state,1196065000,4.85,1.2,2.457,9.0778
2019,TN,public_safety,state,1202893000,0.57,4.85,2.207,9.0802
2020,TN,public_safety,state,1323030000,9.99,0.57,5.137,9.1216
2021,TN,public_safety,state,1291771000,-2.36,9.99,2.733,9.1112
2022,TN,public_safety,state,1381573000,6.95,-2.36,4.86,9.1404
2023,TN,public_safety,state,1514626000,9.63,6.95,4.74,9.1803
2015,TN,transportation,state,1539233000,-3.3,-3.3,-3.3,9.1873
2016,TN,transportation,state,1514818000,-1.59,-3.3,-2.445,9.1804
2017,TN,transportation,state,1563987000,3.25,-1.59,-0.547,9.1942
2018,TN,transportation,state,1749602000,11.87,3.25,4.51,9.2429
2019,TN,transportation,state,1868246000,6.78,11.87,7.3,9.2714
2020,TN,transportation,state,2069083000,10.75,6.78,9.8,9.3158
2021,TN,transportation,state,1990366000,-3.8,10.75,4.577,9.2989
2022,TN,transportation,state,2128517000,6.94,-3.8,4.63,9.3281
2023,TN,transportation,state,2466227000,15.87,6.94,6.337,9.392
2015,TX,education,state,51934894000,2.68,2.68,2.68,10.7155
2016,TX,education,state,53739860000,3.48,2.68,3.08,10.7303
2017,TX,education,state,55595774000,3.45,3.48,3.203,10.745
2018,TX,education,state,56461040000,1.56,3.45,2.83,10.7517
2019,TX,education,state,58086365000,2.88,1.56,2.63,10.7641
2020,TX,education,state,61907101000,6.58,2.88,3.673,10.7917
2021,TX,education,state,62112331000,0.33,6.58,3.263,10.7932
2022,TX,education,state,70967177000,14.26,0.33,7.057,10.8511
2023,TX,education,state,74844616000,5.46,14.26,6.683,10.8742
2015,TX,environment,state,1112358000,2.43,2.43,2.43,9.0462
2016,TX,environment,state,1023614000,-7.98,2.43,-2.775,9.0101
2017,TX,environment,state,1075039000,5.02,-7.98,-0.177,9.0314
2018,TX,environment,state,1088586000,1.26,5.02,-0.567,9.0369
2019,TX,environment,state,1093986000,0.5,1.26,2.26,9.039
2020,TX,environment,state,1191275000,8.89,0.5,3.55,9.076
2021,TX,environment,state,1411555000,18.49,8.89,9.293,9.1497
2022,TX,environment,state,1562971000,10.73,18.49,12.703,9.194
2023,TX,environment,state,1830450000,17.11,10.73,15.443,9.2626
2015,TX,housing,state,36204845000,9.38,9.38,9.38,10.5588
2016,TX,housing,state,38515510000,6.38,9.38,7.88,10.5856
2017,TX,housing,state,38706138000,0.49,6.38,5.417,10.5878
2018,TX,housing,state,39860240000,2.98,0.49,3.283,10.6005
2019,TX,housing,state,42081098000,5.57,2.98,3.013,10.6241
2020,TX,housing,state,44280116000,5.23,5.57,4.593,10.6462
2021,TX,housing,state,51332767000,15.93,5.23,8.91,10.7104
2022,TX,housing,state,61262437000,19.34,15.93,13.5,10.7872
2023,TX,housing,state,65013247000,6.12,19.34,13.797,10.813
2015,TX,public_safety,state,4848661000,1.99,1.99,1.99,9.6856
2016,TX,public_safety,state,5230055000,7.87,1.99,4.93,9.7185
2017,TX,public_safety,state,5451196000,4.23,7.87,4.697,9.7365
2018,TX,public_safety,state,5332119000,-2.18,4.23,3.307,9.7269
2019,TX,public_safety,state,5228163000,-1.95,-2.18,0.033,9.7183
2020,TX,public_safety,state,5726828000,9.54,-1.95,1.803,9.7579
2021,TX,public_safety,state,5541624000,-3.23,9.54,1.453,9.7436
2022,TX,public_safety,state,5791738000,4.51,-3.23,3.607,9.7628
2023,TX,public_safety,state,6290411000,8.61,4.51,3.297,9.7987
2015,TX,transportation,state,8239725000,1.01,1.01,1.01,9.9159
2016,TX,transportation,state,9319669000,13.11,1.01,7.06,9.9694
2017,TX,transportation,state,10039603000,7.72,13.11,7.28,10.0017
2018,TX,transportation,state,16060960000,30.0,7.72,16.943,10.2058
2019,TX,transportation,state,17751237000,10.52,30.0,16.08,10.2492
2020,TX,transportation,state,13144410000,-20.0,10.52,6.84,10.1187
2021,TX,transportation,state,13091488000,-0.4,-20.0,-3.293,10.117
2022,TX,transportation,state,12808270000,-2.16,-0.4,-7.52,10.1075
2023,TX,transportation,state,14188132000,10.77,-2.16,2.737,10.1519
2015,UT,education,state,7444709000,6.13,6.13,6.13,9.8718
2016,UT,education,state,8144061000,9.39,6.13,7.76,9.9108
2017,UT,education,state,8444264000,3.69,9.39,6.403,9.9266
2018,UT,education,state,9029569000,6.93,3.69,6.67,9.9557
2019,UT,education,state,9490065000,5.1,6.93,5.24,9.9773
2020,UT,education,state,9920744000,4.54,5.1,5.523,9.9965
2021,UT,education,state,10911619000,9.99,4.54,6.543,10.0379
2022,UT,education,state,12152848000,11.38,9.99,8.637,10.0847
2023,UT,education,state,13087370000,7.69,11.38,9.687,10.1169
2015,UT,environment,state,231768000,-4.68,-4.68,-4.68,8.3651
2016,UT,environment,state,250720000,8.18,-4.68,1.75,8.3992
2017,UT,environment,state,266708000,6.38,8.18,3.293,8.426
2018,UT,environment,state,297508000,11.55,6.38,8.703,8.4735
2019,UT,environment,state,306609000,3.06,11.55,6.997,8.4866
2020,UT,environment,state,365813000,19.31,3.06,11.307,8.5633
2021,UT,environment,state,428362000,17.1,19.31,13.157,8.6318
2022,UT,environment,state,395385000,-7.7,17.1,9.57,8.597
2023,UT,environment,state,506274000,28.05,-7.7,12.483,8.7044
2015,UT,housing,state,3428679000,3.39,3.39,3.39,9.5351
2016,UT,housing,state,3602758000,5.08,3.39,4.235,9.5566
2017,UT,housing,state,3769487000,4.63,5.08,4.367,9.5763
2018,UT,housing,state,3898102000,3.41,4.63,4.373,9.5909
2019,UT,housing,state,4120557000,5.71,3.41,4.583,9.615
2020,UT,housing,state,4672314000,13.39,5.71,7.503,9.6695
2021,UT,housing,state,5322287000,13.91,13.39,11.003,9.7261
2022,UT,housing,state,6464406000,21.46,13.91,16.253,9.8105
2023,UT,housing,state,6832745000,5.7,21.46,13.69,9.8346
2015,UT,public_safety,state,486196000,-1.85,-1.85,-1.85,8.6868
2016,UT,public_safety,state,511517000,5.21,-1.85,1.68,8.7089
2017,UT,public_safety,state,524650000,2.57,5.21,1.977,8.7199
2018,UT,public_safety,state,544463000,3.78,2.57,3.853,8.736
2019,UT,public_safety,state,535913000,-1.57,3.78,1.593,8.7291
2020,UT,public_safety,state,629317000,17.43,-1.57,6.547,8.7989
2021,UT,public_safety,state,618811000,-1.67,17.43,4.73,8.7916
2022,UT,public_safety,state,671154000,8.46,-1.67,8.073,8.8268
2023,UT,public_safety,state,756252000,12.68,8.46,6.49,8.8787
2015,UT,transportation,state,1078461000,3.88,3.88,3.88,9.0328
2016,UT,transportation,state,1048634000,-2.77,3.88,0.555,9.0206
2017,UT,transportation,state,1211388000,15.52,-2.77,5.543,9.0833
2018,UT,transportation,state,1374557000,13.47,15.52,8.74,9.1382
2019,UT,transportation,state,1461572000,6.33,13.47,11.773,9.1648
2020,UT,transportation,state,1833109000,25.42,6.33,15.073,9.2632
2021,UT,transportation,state,1835573000,0.13,25.42,10.627,9.2638
2022,UT,transportation,state,1700451000,-7.36,0.13,6.063,9.2306
2023,UT,transportation,state,1670694000,-1.75,-7.36,-2.993,9.2229
2015,VA,education,state,15981360000,5.96,5.96,5.96,10.2036
2016,VA,education,state,16058379000,0.48,5.96,3.22,10.2057
2017,VA,education,state,16598849000,3.37,0.48,3.27,10.2201
2018,VA,education,state,17421907000,4.96,3.37,2.937,10.2411
2019,VA,education,state,18236521000,4.68,4.96,4.337,10.2609
2020,VA,education,state,18873921000,3.5,4.68,4.38,10.2759
2021,VA,education,state,19638816000,4.05,3.5,4.077,10.2931
2022,VA,education,state,21598653000,9.98,4.05,5.843,10.3344
2023,VA,education,state,24256280000,12.3,9.98,8.777,10.3848
2015,VA,environment,state,395096000,5.59,5.59,5.59,8.5967
2016,VA,environment,state,398005000,0.74,5.59,3.165,8.5999
2017,VA,environment,state,485657000,22.02,0.74,9.45,8.6863
2018,VA,environment,state,465472000,-4.16,22.02,6.2,8.6679
2019,VA,environment,state,487988000,4.84,-4.16,7.567,8.6884
2020,VA,environment,state,513348000,5.2,4.84,1.96,8.7104
2021,VA,environment,state,553717000,7.86,5.2,5.967,8.7433
2022,VA,environment,state,655993000,18.47,7.86,10.51,8.8169
2023,VA,environment,state,819767000,24.97,18.47,17.1,8.9137
2015,VA,housing,state,9986797000,-2.29,-2.29,-2.29,9.9994
2016,VA,housing,state,10667685000,6.82,-2.29,2.265,10.0281
2017,VA,housing,state,11120028000,4.24,6.82,2.923,10.0461
2018,VA,housing,state,11684097000,5.07,4.24,5.377,10.0676
2019,VA,housing,state,13263092000,13.51,5.07,7.607,10.1226
2020,VA,housing,state,15894148000,19.84,13.51,12.807,10.2012
2021,VA,housing,state,18568263000,16.82,19.84,16.723,10.2688
2022,VA,housing,state,22111315000,19.08,16.82,18.58,10.3446
2023,VA,housing,state,25342806000,14.61,19.08,16.837,10.4039
2015,VA,public_safety,state,1879381000,-18.86,-18.86,-18.86,9.274
2016,VA,public_safety,state,1935000000,2.96,-18.86,-7.95,9.2867
2017,VA,public_safety,state,2209062000,14.16,2.96,-0.58,9.3442
2018,VA,public_safety,state,2300061000,4.12,14.16,7.08,9.3617
2019,VA,public_safety,state,2358440000,2.54,4.12,6.94,9.3726
2020,VA,public_safety,state,2446547000,3.74,2.54,3.467,9.3886
2021,VA,public_safety,state,2510951000,2.63,3.74,2.97,9.3998
2022,VA,public_safety,state,3088208000,22.99,2.63,9.787,9.4897
2023,VA,public_safety,state,3363163000,8.9,22.99,11.507,9.5267
2015,VA,transportation,state,5139780000,17.24,17.24,17.24,9.7109
2016,VA,transportation,state,5669483000,10.31,17.24,13.775,9.7535
2017,VA,transportation,state,4847656000,-14.5,10.31,4.35,9.6855
2018,VA,transportation,state,5422205000,11.85,-14.5,2.553,9.7342
2019,VA,transportation,state,5318069000,-1.92,11.85,-1.523,9.7258
2020,VA,transportation,state,5326455000,0.16,-1.92,3.363,9.7264
2021,VA,transportation,state,6038592000,13.37,0.16,3.87,9.7809
2022,VA,transportation,state,6703905000,11.02,13.37,8.183,9.8263
2023,VA,transportation,state,6955079000,3.75,11.02,9.38,9.8423
2015,VT,education,state,2596210000,2.12,2.12,2.12,9.4143
2016,VT,education,state,2769104000,6.66,2.12,4.39,9.4423
2017,VT,education,state,2764476000,-0.17,6.66,2.87,9.4416
2018,VT,education,state,2799803000,1.28,-0.17,2.59,9.4471
2019,VT,education,state,2822685000,0.82,1.28,0.643,9.4507
2020,VT,education,state,3057119000,8.31,0.82,3.47,9.4853
2021,VT,education,state,3191172000,4.38,8.31,4.503,9.504
2022,VT,education,state,3497553000,9.6,4.38,7.43,9.5438
2023,VT,education,state,3498413000,0.02,9.6,4.667,9.5439
2015,VT,environment,state,121679000,5.06,5.06,5.06,8.0852
2016,VT,environment,state,122575000,0.74,5.06,2.9,8.0884
2017,VT,environment,state,126355000,3.08,0.74,2.96,8.1016
2018,VT,environment,state,132444000,4.82,3.08,2.88,8.122
2019,VT,environment,state,137379000,3.73,4.82,3.877,8.1379
2020,VT,environment,state,142631000,3.82,3.73,4.123,8.1542
2021,VT,environment,state,187781000,30.0,3.82,12.517,8.2737
2022,VT,environment,state,174473000,-7.09,30.0,8.91,8.2417
2023,VT,environment,state,214756000,23.09,-7.09,15.333,8.3319
2015,VT,housing,state,1750376000,1.76,1.76,1.76,9.2431
2016,VT,housing,state,1858243000,6.16,1.76,3.96,9.2691
2017,VT,housing,state,1824136000,-1.84,6.16,2.027,9.2611
2018,VT,housing,state,1804045000,-1.1,-1.84,1.073,9.2562
2019,VT,housing,state,1860780000,3.14,-1.1,0.067,9.2697
2020,VT,housing,state,1979815000,6.4,3.14,2.813,9.2966
2021,VT,housing,state,2090413000,5.59,6.4,5.043,9.3202
2022,VT,housing,state,2354963000,12.66,5.59,8.217,9.372
2023,VT,housing,state,2626311000,11.52,12.66,9.923,9.4193
2015,VT,public_safety,state,244349000,5.46,5.46,5.46,8.388
2016,VT,public_safety,state,222152000,-9.08,5.46,-1.81,8.3467
2017,VT,public_safety,state,229601000,3.35,-9.08,-0.09,8.361
2018,VT,public_safety,state,231813000,0.96,3.35,-1.59,8.3651
2019,VT,public_safety,state,240739000,3.85,0.96,2.72,8.3815
2020,VT,public_safety,state,276137000,14.7,3.85,6.503,8.4411
2021,VT,public_safety,state,343647000,24.45,14.7,14.333,8.5361
2022,VT,public_safety,state,265178000,-20.0,24.45,6.383,8.4235
2023,VT,public_safety,state,291889000,10.07,-20.0,4.84,8.4652
2015,VT,transportation,state,476237000,5.15,5.15,5.15,8.6778
2016,VT,transportation,state,422493000,-11.29,5.15,-3.07,8.6258
2017,VT,transportation,state,427738000,1.24,-11.29,-1.633,8.6312
2018,VT,transportation,state,448663000,4.89,1.24,-1.72,8.6519
2019,VT,transportation,state,443752000,-1.09,4.89,1.68,8.6471
2020,VT,transportation,state,478185000,7.76,-1.09,3.853,8.6796
2021,VT,transportation,state,486990000,1.84,7.76,2.837,8.6875
2022,VT,transportation,state,499179000,2.5,1.84,4.033,8.6983
2023,VT,transportation,state,634299000,27.07,2.5,10.47,8.8023
2015,WA,education,state,17101172000,4.59,4.59,4.59,10.233
2016,WA,education,state,18354126000,7.33,4.59,5.96,10.2637
2017,WA,education,state,19557200000,6.55,7.33,6.157,10.2913
2018,WA,education,state,20831462000,6.52,6.55,6.8,10.3187
2019,WA,education,state,22661025000,8.78,6.52,7.283,10.3553
2020,WA,education,state,24372201000,7.55,8.78,7.617,10.3869
2021,WA,education,state,25392734000,4.19,7.55,6.84,10.4047
2022,WA,education,state,26996237000,6.31,4.19,6.017,10.4313
2023,WA,education,state,28643127000,6.1,6.31,5.533,10.457
2015,WA,environment,state,1175684000,8.85,8.85,8.85,9.0703
2016,WA,environment,state,1130455000,-3.85,8.85,2.5,9.0533
2017,WA,environment,state,1185475000,4.87,-3.85,3.29,9.0739
2018,WA,environment,state,1099728000,-7.23,4.87,-2.07,9.0413
2019,WA,environment,state,1224186000,11.32,-7.23,2.987,9.0878
2020,WA,environment,state,1250505000,2.15,11.32,2.08,9.0971
2021,WA,environment,state,1435937000,14.83,2.15,9.433,9.1571
2022,WA,environment,state,1397914000,-2.65,14.83,4.777,9.1455
2023,WA,environment,state,1809065000,29.41,-2.65,13.863,9.2575
2015,WA,housing,state,11329491000,17.17,17.17,17.17,10.0542
2016,WA,housing,state,11552005000,1.96,17.17,9.565,10.0627
2017,WA,housing,state,12197753000,5.59,1.96,8.24,10.0863
2018,WA,housing,state,12790963000,4.86,5.59,4.137,10.1069
2019,WA,housing,state,12488850000,-2.36,4.86,2.697,10.0965
2020,WA,housing,state,13952259000,11.72,-2.36,4.74,10.1446
2021,WA,housing,state,15468194000,10.87,11.72,6.743,10.1894
2022,WA,housing,state,16534526000,6.89,10.87,9.827,10.2184
2023,WA,housing,state,18840652000,13.95,6.89,10.57,10.2751
2015,WA,public_safety,state,1390463000,5.9,5.9,5.9,9.1432
2016,WA,public_safety,state,1459523000,4.97,5.9,5.435,9.1642
2017,WA,public_safety,state,1437382000,-1.52,4.97,3.117,9.1576
2018,WA,public_safety,state,1510317000,5.07,-1.52,2.84,9.1791
2019,WA,public_safety,state,1516102000,0.38,5.07,1.31,9.1807
2020,WA,public_safety,state,1806388000,19.15,0.38,8.2,9.2568
2021,WA,public_safety,state,1916698000,6.11,19.15,8.547,9.2826
2022,WA,public_safety,state,1858237000,-3.05,6.11,7.403,9.2691
2023,WA,public_safety,state,2058320000,10.77,-3.05,4.61,9.3135
2015,WA,transportation,state,2930924000,-5.67,-5.67,-5.67,9.467
2016,WA,transportation,state,2790205000,-4.8,-5.67,-5.235,9.4456
2017,WA,transportation,state,2918772000,4.61,-4.8,-1.953,9.4652
2018,WA,transportation,state,2918458000,-0.01,4.61,-0.067,9.4652
2019,WA,transportation,state,3150750000,7.96,-0.01,4.187,9.4984
2020,WA,transportation,state,3277811000,4.03,7.96,3.993,9.5156
2021,WA,transportation,state,3258372000,-0.59,4.03,3.8,9.513
2022,WA,transportation,state,3287196000,0.88,-0.59,1.44,9.5168
2023,WA,transportation,state,4064905000,23.66,0.88,7.983,9.6091
2015,WI,education,state,11752333000,4.18,4.18,4.18,10.0701
2016,WI,education,state,11804336000,0.44,4.18,2.31,10.072
2017,WI,education,state,12363945000,4.74,0.44,3.12,10.0922
2018,WI,education,state,12317405000,-0.38,4.74,1.6,10.0905
2019,WI,education,state,13063265000,6.06,-0.38,3.473,10.1161
2020,WI,education,state,13336108000,2.09,6.06,2.59,10.125
2021,WI,education,state,13378261000,0.32,2.09,2.823,10.1264
2022,WI,education,state,14870930000,11.16,0.32,4.523,10.1723
2023,WI,education,state,15893314000,6.88,11.16,6.12,10.2012
2015,WI,environment,state,597450000,0.94,0.94,0.94,8.7763
2016,WI,environment,state,542710000,-9.16,0.94,-4.11,8.7346
2017,WI,environment,state,537281000,-1.0,-9.16,-3.073,8.7302
2018,WI,environment,state,577356000,7.46,-1.0,-0.9,8.7614
2019,WI,environment,state,598890000,3.73,7.46,3.397,8.7773
2020,WI,environment,state,678957000,13.37,3.73,8.187,8.8318
2021,WI,environment,state,671987000,-1.03,13.37,5.357,8.8274
2022,WI,environment,state,698093000,3.88,-1.03,5.407,8.8439
2023,WI,environment,state,764812000,9.56,3.88,4.137,8.8836
2015,WI,housing,state,9955799000,4.54,4.54,4.54,9.9981
2016,WI,housing,state,10595263000,6.42,4.54,5.48,10.0251
2017,WI,housing,state,10850694000,2.41,6.42,4.457,10.0355
2018,WI,housing,state,11162089000,2.87,2.41,3.9,10.0477
2019,WI,housing,state,11863794000,6.29,2.87,3.857,10.0742
2020,WI,housing,state,12606093000,6.26,6.29,5.14,10.1006
2021,WI,housing,state,13958757000,10.73,6.26,7.76,10.1448
2022,WI,housing,state,14909837000,6.81,10.73,7.933,10.1735
2023,WI,housing,state,16206280000,8.7,6.81,8.747,10.2097
2015,WI,public_safety,state,1222860000,1.52,1.52,1.52,9.0874
2016,WI,public_safety,state,1146582000,-6.24,1.52,-2.36,9.0594
2017,WI,public_safety,state,1035434000,-9.69,-6.24,-4.803,9.0151
2018,WI,public_safety,state,1058469000,2.22,-9.69,-4.57,9.0247
2019,WI,public_safety,state,1072365000,1.31,2.22,-2.053,9.0303
2020,WI,public_safety,state,1218880000,13.66,1.31,5.73,9.086
2021,WI,public_safety,state,1276513000,4.73,13.66,6.567,9.106
2022,WI,public_safety,state,1314487000,2.97,4.73,7.12,9.1188
2023,WI,public_safety,state,1385984000,5.44,2.97,4.38,9.1418
2015,WI,transportation,state,3311439000,0.68,0.68,0.68,9.52
2016,WI,transportation,state,3029891000,-8.5,0.68,-3.91,9.4814
2017,WI,transportation,state,3958297000,30.0,-8.5,7.393,9.5975
2018,WI,transportation,state,2838380000,-20.0,30.0,0.5,9.4531
2019,WI,transportation,state,2868184000,1.05,-20.0,3.683,9.4576
2020,WI,transportation,state,2880569000,0.43,1.05,-6.173,9.4595
2021,WI,transportation,state,2901041000,0.71,0.43,0.73,9.4626
2022,WI,transportation,state,3320760000,14.47,0.71,5.203,9.5212
2023,WI,transportation,state,3449564000,3.88,14.47,6.353,9.5378
2015,WV,education,state,4440368000,3.02,3.02,3.02,9.6474
2016,WV,education,state,4518347000,1.76,3.02,2.39,9.655
